year,home_team,away_team,home_points,away_points,neutral,home_avg_rank,home_avg_points,away_avg_rank,away_avg_points,home_ppa_return,home_usage_return,away_ppa_return,away_usage_return,rank_diff,points_diff,ppa_return_diff,usage_return_diff,home_win
2015,Kansas State,Baylor,24,31,0,59.25,159.605,31.0,204.98000000000002,0.13,0.233,0.608,0.549,-28.25,-45.37500000000003,-0.478,-0.31600000000000006,0
2015,Missouri,Mississippi State,13,31,0,42.25,189.72500000000002,30.75,204.98,0.474,0.649,0.742,0.703,-11.5,-15.254999999999967,-0.268,-0.05399999999999994,0
2015,Purdue,Illinois,14,48,0,63.75,159.055,55.75,168.92749999999998,0.543,0.449,0.73,0.555,-8.0,-9.872499999999974,-0.18699999999999994,-0.10600000000000004,0
2015,Georgia,Kentucky,27,3,0,9.0,271.38,35.5,198.4125,0.461,0.558,0.722,0.818,26.5,72.9675,-0.26099999999999995,-0.2599999999999999,1
2015,Northwestern,Penn State,23,21,0,54.0,171.6675,33.75,202.76999999999998,0.405,0.442,0.748,0.789,-20.25,-31.102499999999992,-0.34299999999999997,-0.34700000000000003,1
2015,West Virginia,Texas Tech,31,26,0,39.0,190.72249999999997,33.25,206.305,0.366,0.421,0.821,0.877,-5.75,-15.582500000000039,-0.45499999999999996,-0.456,1
2015,North Carolina,Duke,66,31,0,29.25,212.62,64.25,157.41500000000002,0.885,0.95,0.394,0.37,35.0,55.204999999999984,0.491,0.58,1
2015,Florida,Vanderbilt,9,7,0,6.5,276.95,41.75,188.1325,0.522,0.426,1.013,0.767,35.25,88.8175,-0.4909999999999999,-0.341,1
2015,Pittsburgh,Notre Dame,30,42,0,45.25,183.1975,10.5,266.20000000000005,0.842,0.875,0.536,0.407,-34.75,-83.00250000000005,0.30599999999999994,0.468,0
2015,Louisville,Syracuse,41,17,0,38.25,195.0925,61.0,161.7625,0.596,0.619,0.678,0.638,22.75,33.33000000000001,-0.08200000000000007,-0.019000000000000017,1
2015,Boston College,NC State,8,24,0,61.25,158.5575,54.0,172.595,0.183,0.483,0.82,0.804,-7.25,-14.037499999999994,-0.637,-0.32100000000000006,0
2015,Colorado,Stanford,10,42,0,61.25,162.64999999999998,23.5,230.81500000000003,0.811,0.839,0.84,0.774,-37.75,-68.16500000000005,-0.028999999999999915,0.06499999999999995,0
2015,Miami,Virginia,27,21,0,17.25,243.33750000000003,27.5,212.97,0.651,0.844,0.5,0.376,10.25,30.367500000000035,0.15100000000000002,0.46799999999999997,1
2015,Maryland,Wisconsin,24,31,0,41.5,188.00500000000002,45.25,182.8375,0.297,0.34,0.561,0.623,3.75,5.167500000000018,-0.26400000000000007,-0.283,0
2015,Indiana,Iowa,27,35,0,50.5,176.235,45.0,188.38,0.271,0.471,0.333,0.356,-5.5,-12.144999999999982,-0.062,0.11499999999999999,0
2015,Oklahoma State,TCU,49,29,0,28.5,210.9375,33.75,202.58,0.723,0.443,0.889,0.842,5.25,8.357499999999987,-0.16600000000000004,-0.39899999999999997,1
2015,Houston,Cincinnati,33,30,0,65.25,156.40499999999997,55.75,169.4475,0.696,0.642,0.895,0.892,-9.5,-13.042500000000018,-0.19900000000000007,-0.25,1
2015,Michigan,Rutgers,49,16,0,15.0,252.14,39.0,196.7625,0.507,0.434,0.456,0.609,24.0,55.3775,0.05099999999999999,-0.175,1
2015,Clemson,Florida State,23,13,0,15.25,250.4525,5.25,284.155,0.86,0.632,0.308,0.372,-10.0,-33.702499999999986,0.552,0.26,1
2015,Ole Miss,Arkansas,52,53,0,22.75,233.445,25.0,220.11,0.547,0.445,0.888,0.942,2.25,13.33499999999998,-0.34099999999999997,-0.49699999999999994,0
2015,Tennessee,South Carolina,27,24,0,16.25,246.355,17.75,239.05,0.91,0.602,0.349,0.284,1.5,7.304999999999978,0.561,0.318,1
2015,Nebraska,Michigan State,39,38,0,26.25,220.0825,32.25,205.29500000000002,0.644,0.696,0.599,0.576,6.0,14.787499999999994,0.04500000000000004,0.12,1
2015,Oklahoma,Iowa State,52,16,0,13.75,250.685,62.0,160.11,0.831,0.866,0.706,0.657,48.25,90.57499999999999,0.125,0.20899999999999996,1
2015,Washington,Utah,23,34,0,26.0,219.535,47.25,182.24,0.476,0.463,0.731,0.873,21.25,37.29499999999999,-0.255,-0.41,0
2015,Texas A&M,Auburn,10,26,0,16.0,246.98499999999996,8.0,271.85249999999996,0.57,0.594,0.202,0.157,-8.0,-24.867500000000007,0.36799999999999994,0.43699999999999994,0
2015,Texas,Kansas,59,20,0,10.0,264.635,55.0,166.065,0.496,0.63,0.352,0.543,45.0,98.57,0.14400000000000002,0.08699999999999997,1
2015,Ohio State,Minnesota,28,14,0,4.0,291.00750000000005,60.0,163.145,0.825,0.913,0.53,0.495,56.0,127.86250000000004,0.29499999999999993,0.41800000000000004,1
2015,Alabama,LSU,30,16,0,1.0,312.7075,7.25,276.385,0.222,0.251,0.792,0.77,6.25,36.32249999999999,-0.5700000000000001,-0.519,1
2015,Georgia Tech,Virginia Tech,21,23,0,55.0,170.82750000000001,26.25,215.66,0.441,0.413,0.892,0.936,-28.75,-44.83249999999998,-0.451,-0.5230000000000001,0
2015,Colorado,USC,24,27,0,61.25,162.64999999999998,8.5,270.6175,0.811,0.839,0.53,0.567,-52.75,-107.96750000000003,0.281,0.272,0
2015,South Carolina,Florida,14,24,0,17.75,239.05,6.5,276.95,0.349,0.284,0.522,0.426,-11.25,-37.89999999999998,-0.17300000000000004,-0.14200000000000002,0
2015,Illinois,Ohio State,3,28,0,55.75,168.92749999999998,4.0,291.00750000000005,0.73,0.555,0.825,0.913,-51.75,-122.08000000000007,-0.09499999999999997,-0.358,0
2015,Michigan State,Maryland,24,7,0,32.25,205.29500000000002,41.5,188.00500000000002,0.599,0.576,0.297,0.34,9.25,17.289999999999992,0.302,0.23599999999999993,1
2015,West Virginia,Texas,38,20,0,39.0,190.72249999999997,10.0,264.635,0.366,0.421,0.496,0.63,-29.0,-73.91250000000002,-0.13,-0.20900000000000002,1
2015,Duke,Pittsburgh,13,31,0,64.25,157.41500000000002,45.25,183.1975,0.394,0.37,0.842,0.875,-19.0,-25.78249999999997,-0.44799999999999995,-0.505,0
2015,Northwestern,Purdue,21,14,0,54.0,171.6675,63.75,159.055,0.405,0.442,0.543,0.449,9.75,12.612499999999983,-0.138,-0.007000000000000006,1
2015,TCU,Kansas,23,17,0,33.75,202.58,55.0,166.065,0.889,0.842,0.352,0.543,21.25,36.515000000000015,0.537,0.29899999999999993,1
2015,Auburn,Georgia,13,20,0,8.0,271.85249999999996,9.0,271.38,0.202,0.157,0.461,0.558,1.0,0.47249999999996817,-0.259,-0.401,0
2015,Louisville,Virginia,38,31,0,38.25,195.0925,27.5,212.97,0.596,0.619,0.5,0.376,-10.75,-17.877499999999998,0.09599999999999997,0.243,1
2015,Florida State,NC State,34,17,0,5.25,284.155,54.0,172.595,0.308,0.372,0.82,0.804,48.75,111.55999999999997,-0.512,-0.43200000000000005,1
2015,Iowa State,Oklahoma State,31,35,0,62.0,160.11,28.5,210.9375,0.706,0.657,0.723,0.443,-33.5,-50.827499999999986,-0.017000000000000015,0.21400000000000002,0
2015,Indiana,Michigan,41,48,0,50.5,176.235,15.0,252.14,0.271,0.471,0.507,0.434,-35.5,-75.90499999999997,-0.236,0.03699999999999998,0
2015,Rutgers,Nebraska,14,31,0,39.0,196.7625,26.25,220.0825,0.456,0.609,0.644,0.696,-12.75,-23.32000000000002,-0.188,-0.08699999999999997,0
2015,Texas Tech,Kansas State,59,44,0,33.25,206.305,59.25,159.605,0.821,0.877,0.13,0.233,26.0,46.70000000000002,0.691,0.644,1
2015,North Carolina,Miami,59,21,0,29.25,212.62,17.25,243.33750000000003,0.885,0.95,0.651,0.844,-12.0,-30.71750000000003,0.23399999999999999,0.10599999999999998,1
2015,Notre Dame,Wake Forest,28,7,0,10.5,266.20000000000005,66.0,153.58999999999997,0.536,0.407,0.202,0.744,55.5,112.61000000000007,0.334,-0.337,1
2015,Syracuse,Clemson,27,37,0,61.0,161.7625,15.25,250.4525,0.678,0.638,0.86,0.632,-45.75,-88.69,-0.18199999999999994,0.006000000000000005,0
2015,Mississippi State,Alabama,6,31,0,30.75,204.98,1.0,312.7075,0.742,0.703,0.222,0.251,-29.75,-107.72749999999999,0.52,0.45199999999999996,0
2015,Vanderbilt,Kentucky,21,17,0,41.75,188.1325,35.5,198.4125,1.013,0.767,0.722,0.818,-6.25,-10.280000000000001,0.2909999999999999,-0.050999999999999934,1
2015,LSU,Arkansas,14,31,0,7.25,276.385,25.0,220.11,0.792,0.77,0.888,0.942,17.75,56.27499999999998,-0.09599999999999997,-0.17199999999999993,0
2015,Stanford,Oregon,36,38,0,23.5,230.81500000000003,16.5,241.985,0.84,0.774,0.478,0.56,-7.0,-11.169999999999987,0.362,0.21399999999999997,0
2015,Missouri,BYU,20,16,1,42.25,189.72500000000002,67.5,151.715,0.474,0.649,0.575,0.53,25.25,38.01000000000002,-0.10099999999999998,0.119,1
2015,Baylor,Oklahoma,34,44,0,31.0,204.98000000000002,13.75,250.685,0.608,0.549,0.831,0.866,-17.25,-45.704999999999984,-0.22299999999999998,-0.31699999999999995,0
2015,Iowa,Minnesota,40,35,0,45.0,188.38,60.0,163.145,0.333,0.356,0.53,0.495,15.0,25.234999999999985,-0.197,-0.139,1
2015,Minnesota,Illinois,32,23,0,60.0,163.145,55.75,168.92749999999998,0.53,0.495,0.73,0.555,-4.25,-5.78249999999997,-0.19999999999999996,-0.06000000000000005,1
2015,Maryland,Indiana,28,47,0,41.5,188.00500000000002,50.5,176.235,0.297,0.34,0.271,0.471,9.0,11.77000000000001,0.025999999999999968,-0.13099999999999995,0
2015,Kansas State,Iowa State,38,35,0,59.25,159.605,62.0,160.11,0.13,0.233,0.706,0.657,2.75,-0.5050000000000239,-0.576,-0.42400000000000004,1
2015,Kansas,West Virginia,0,49,0,55.0,166.065,39.0,190.72249999999997,0.352,0.543,0.366,0.421,-16.0,-24.65749999999997,-0.014000000000000012,0.12200000000000005,0
2015,Virginia Tech,North Carolina,27,30,0,26.25,215.66,29.25,212.62,0.892,0.936,0.885,0.95,3.0,3.039999999999992,0.007000000000000006,-0.013999999999999901,0
2015,Penn State,Michigan,16,28,0,33.75,202.76999999999998,15.0,252.14,0.748,0.789,0.507,0.434,-18.75,-49.370000000000005,0.241,0.35500000000000004,0
2015,Iowa,Purdue,40,20,0,45.0,188.38,63.75,159.055,0.333,0.356,0.543,0.449,18.75,29.32499999999999,-0.21000000000000002,-0.09300000000000003,1
2015,Miami,Georgia Tech,38,21,0,17.25,243.33750000000003,55.0,170.82750000000001,0.651,0.844,0.441,0.413,37.75,72.51000000000002,0.21000000000000002,0.431,1
2015,NC State,Syracuse,42,29,0,54.0,172.595,61.0,161.7625,0.82,0.804,0.678,0.638,7.0,10.83250000000001,0.1419999999999999,0.16600000000000004,1
2015,Ohio State,Michigan State,14,17,0,4.0,291.00750000000005,32.25,205.29500000000002,0.825,0.913,0.599,0.576,28.25,85.71250000000003,0.22599999999999998,0.3370000000000001,0
2015,Virginia,Duke,42,34,0,27.5,212.97,64.25,157.41500000000002,0.5,0.376,0.394,0.37,36.75,55.55499999999998,0.10599999999999998,0.006000000000000005,1
2015,Utah,UCLA,9,17,0,47.25,182.24,22.0,234.01749999999998,0.731,0.873,0.534,0.516,-25.25,-51.777499999999975,0.19699999999999995,0.357,0
2015,Ole Miss,LSU,38,17,0,22.75,233.445,7.25,276.385,0.547,0.445,0.792,0.77,-15.5,-42.94,-0.245,-0.325,1
2015,Wisconsin,Northwestern,7,13,0,45.25,182.8375,54.0,171.6675,0.561,0.623,0.405,0.442,8.75,11.170000000000016,0.15600000000000003,0.181,0
2015,Clemson,Wake Forest,33,13,0,15.25,250.4525,66.0,153.58999999999997,0.86,0.632,0.202,0.744,50.75,96.86250000000001,0.6579999999999999,-0.11199999999999999,1
2015,Oregon,USC,48,28,0,16.5,241.985,8.5,270.6175,0.478,0.56,0.53,0.567,-8.0,-28.632499999999993,-0.052000000000000046,-0.006999999999999895,1
2015,Pittsburgh,Louisville,45,34,0,45.25,183.1975,38.25,195.0925,0.842,0.875,0.596,0.619,-7.0,-11.89500000000001,0.246,0.256,1
2015,Arkansas,Mississippi State,50,51,0,25.0,220.11,30.75,204.98,0.888,0.942,0.742,0.703,5.75,15.130000000000024,0.14600000000000002,0.239,0
2015,Missouri,Tennessee,8,19,0,42.25,189.72500000000002,16.25,246.355,0.474,0.649,0.91,0.602,-26.0,-56.62999999999997,-0.43600000000000005,0.04700000000000004,0
2015,Vanderbilt,Texas A&M,0,25,0,41.75,188.1325,16.0,246.98499999999996,1.013,0.767,0.57,0.594,-25.75,-58.852499999999964,0.44299999999999995,0.17300000000000004,0
2015,Notre Dame,Boston College,19,16,1,10.5,266.20000000000005,61.25,158.5575,0.536,0.407,0.183,0.483,50.75,107.64250000000004,0.35300000000000004,-0.07600000000000001,1
2015,Oklahoma State,Baylor,35,45,0,28.5,210.9375,31.0,204.98000000000002,0.723,0.443,0.608,0.549,2.5,5.957499999999982,0.11499999999999999,-0.10600000000000004,0
2015,Oklahoma,TCU,30,29,0,13.75,250.685,33.75,202.58,0.831,0.866,0.889,0.842,20.0,48.10499999999999,-0.05800000000000005,0.02400000000000002,1
2015,Texas,Texas Tech,45,48,0,10.0,264.635,33.25,206.305,0.496,0.63,0.821,0.877,23.25,58.329999999999984,-0.32499999999999996,-0.247,0
2015,Pittsburgh,Miami,24,29,0,45.25,183.1975,17.25,243.33750000000003,0.842,0.875,0.651,0.844,-28.0,-60.14000000000004,0.19099999999999995,0.031000000000000028,0
2015,Arkansas,Missouri,28,3,0,25.0,220.11,42.25,189.72500000000002,0.888,0.942,0.474,0.649,17.25,30.38499999999999,0.41400000000000003,0.2929999999999999,1
2015,Nebraska,Iowa,20,28,0,26.25,220.0825,45.0,188.38,0.644,0.696,0.333,0.356,18.75,31.702500000000015,0.311,0.33999999999999997,0
2015,TCU,Baylor,28,21,0,33.75,202.58,31.0,204.98000000000002,0.889,0.842,0.608,0.549,-2.75,-2.4000000000000057,0.281,0.2929999999999999,1
2015,West Virginia,Iowa State,30,6,0,39.0,190.72249999999997,62.0,160.11,0.366,0.421,0.706,0.657,23.0,30.612499999999955,-0.33999999999999997,-0.23600000000000004,1
2015,South Carolina,Clemson,32,37,0,17.75,239.05,15.25,250.4525,0.349,0.284,0.86,0.632,-2.5,-11.402499999999975,-0.511,-0.34800000000000003,0
2015,Georgia Tech,Georgia,7,13,0,55.0,170.82750000000001,9.0,271.38,0.441,0.413,0.461,0.558,-46.0,-100.55249999999998,-0.020000000000000018,-0.14500000000000007,0
2015,Kentucky,Louisville,24,38,0,35.5,198.4125,38.25,195.0925,0.722,0.818,0.596,0.619,2.75,3.319999999999993,0.126,0.19899999999999995,0
2015,Purdue,Indiana,36,54,0,63.75,159.055,50.5,176.235,0.543,0.449,0.271,0.471,-13.25,-17.180000000000007,0.272,-0.021999999999999964,0
2015,Michigan,Ohio State,13,42,0,15.0,252.14,4.0,291.00750000000005,0.507,0.434,0.825,0.913,-11.0,-38.867500000000064,-0.31799999999999995,-0.47900000000000004,0
2015,Rutgers,Maryland,41,46,0,39.0,196.7625,41.5,188.00500000000002,0.456,0.609,0.297,0.34,2.5,8.757499999999965,0.15900000000000003,0.26899999999999996,0
2015,Virginia,Virginia Tech,20,23,0,27.5,212.97,26.25,215.66,0.5,0.376,0.892,0.936,-1.25,-2.6899999999999977,-0.392,-0.56,0
2015,Wake Forest,Duke,21,27,0,66.0,153.58999999999997,64.25,157.41500000000002,0.202,0.744,0.394,0.37,-1.75,-3.8250000000000455,-0.192,0.374,0
2015,Syracuse,Boston College,20,17,0,61.0,161.7625,61.25,158.5575,0.678,0.638,0.183,0.483,0.25,3.204999999999984,0.49500000000000005,0.15500000000000003,1
2015,Utah,Colorado,20,14,0,47.25,182.24,61.25,162.64999999999998,0.731,0.873,0.811,0.839,14.0,19.590000000000032,-0.08000000000000007,0.03400000000000003,1
2015,Illinois,Northwestern,14,24,1,55.75,168.92749999999998,54.0,171.6675,0.73,0.555,0.405,0.442,-1.75,-2.740000000000009,0.32499999999999996,0.11300000000000004,0
2015,Auburn,Alabama,13,29,0,8.0,271.85249999999996,1.0,312.7075,0.202,0.157,0.222,0.251,-7.0,-40.85500000000002,-0.01999999999999999,-0.094,0
2015,Minnesota,Wisconsin,21,31,0,60.0,163.145,45.25,182.8375,0.53,0.495,0.561,0.623,-14.75,-19.692499999999995,-0.031000000000000028,-0.128,0
2015,Michigan State,Penn State,55,16,0,32.25,205.29500000000002,33.75,202.76999999999998,0.599,0.576,0.748,0.789,1.5,2.525000000000034,-0.14900000000000002,-0.21300000000000008,1
2015,NC State,North Carolina,34,45,0,54.0,172.595,29.25,212.62,0.82,0.804,0.885,0.95,-24.75,-40.025000000000006,-0.06500000000000006,-0.1459999999999999,0
2015,USC,UCLA,40,21,0,8.5,270.6175,22.0,234.01749999999998,0.53,0.567,0.534,0.516,13.5,36.60000000000002,-0.0040000000000000036,0.050999999999999934,1
2015,Kansas,Kansas State,14,45,0,55.0,166.065,59.25,159.605,0.352,0.543,0.13,0.233,4.25,6.460000000000008,0.22199999999999998,0.31000000000000005,0
2015,Tennessee,Vanderbilt,53,28,0,16.25,246.355,41.75,188.1325,0.91,0.602,1.013,0.767,25.5,58.2225,-0.10299999999999987,-0.16500000000000004,1
2015,Mississippi State,Ole Miss,27,38,0,30.75,204.98,22.75,233.445,0.742,0.703,0.547,0.445,-8.0,-28.465000000000003,0.19499999999999995,0.25799999999999995,0
2015,Florida,Florida State,2,27,0,6.5,276.95,5.25,284.155,0.522,0.426,0.308,0.372,-1.25,-7.204999999999984,0.21400000000000002,0.05399999999999999,0
2015,Stanford,Notre Dame,38,36,0,23.5,230.81500000000003,10.5,266.20000000000005,0.84,0.774,0.536,0.407,-13.0,-35.38500000000002,0.30399999999999994,0.36700000000000005,1
2015,LSU,Texas A&M,19,7,0,7.25,276.385,16.0,246.98499999999996,0.792,0.77,0.57,0.594,8.75,29.400000000000034,0.2220000000000001,0.17600000000000005,1
2015,Oklahoma State,Oklahoma,23,58,0,28.5,210.9375,13.75,250.685,0.723,0.443,0.831,0.866,-14.75,-39.7475,-0.10799999999999998,-0.423,0
2015,Baylor,Texas,17,23,0,31.0,204.98000000000002,10.0,264.635,0.608,0.549,0.496,0.63,-21.0,-59.65499999999997,0.11199999999999999,-0.08099999999999996,0
2015,Alabama,Florida,29,15,1,1.0,312.7075,6.5,276.95,0.222,0.251,0.522,0.426,5.5,35.75749999999999,-0.30000000000000004,-0.175,1
2015,Kansas State,West Virginia,24,23,0,59.25,159.605,39.0,190.72249999999997,0.13,0.233,0.366,0.421,-20.25,-31.11749999999998,-0.236,-0.18799999999999997,1
2015,Stanford,USC,41,22,1,23.5,230.81500000000003,8.5,270.6175,0.84,0.774,0.53,0.567,-15.0,-39.80249999999998,0.30999999999999994,0.20700000000000007,1
2015,Clemson,North Carolina,45,37,1,15.25,250.4525,29.25,212.62,0.86,0.632,0.885,0.95,14.0,37.83249999999998,-0.025000000000000022,-0.31799999999999995,1
2015,Iowa,Michigan State,13,16,1,45.0,188.38,32.25,205.29500000000002,0.333,0.356,0.599,0.576,-12.75,-16.91500000000002,-0.26599999999999996,-0.21999999999999997,0
2016,Vanderbilt,South Carolina,10,13,0,41.75,192.475,18.5,235.65,0.617,0.65,0.581,0.564,-23.25,-43.17500000000001,0.03600000000000003,0.08600000000000008,0
2016,Stanford,Kansas State,26,13,0,24.0,230.51500000000001,60.0,162.92249999999999,0.395,0.478,0.68,0.775,36.0,67.59250000000003,-0.28500000000000003,-0.29700000000000004,1
2016,Boston College,Georgia Tech,14,17,1,66.5,155.6975,55.25,173.48,0.921,0.869,0.883,0.855,-11.25,-17.7825,0.038000000000000034,0.014000000000000012,0
2016,Houston,Oklahoma,33,23,1,69.25,155.89,14.25,248.91,0.709,0.615,0.766,0.805,-55.0,-93.02000000000001,-0.05700000000000005,-0.19000000000000006,1
2016,West Virginia,Missouri,26,11,0,34.75,200.14999999999998,34.5,204.70499999999998,0.707,0.754,0.656,0.623,-0.25,-4.555000000000007,0.050999999999999934,0.131,1
2016,Washington,Rutgers,48,13,0,26.5,218.51749999999998,45.75,188.34,0.676,0.767,0.722,0.828,19.25,30.17749999999998,-0.04599999999999993,-0.06099999999999994,1
2016,Texas A&M,UCLA,31,24,0,10.25,266.27750000000003,13.75,258.38,0.537,0.396,0.543,0.616,3.5,7.897500000000036,-0.006000000000000005,-0.21999999999999997,1
2016,Wisconsin,LSU,16,14,1,44.5,186.78,6.5,279.315,0.297,0.512,0.93,0.956,-38.0,-92.535,-0.633,-0.44399999999999995,1
2016,North Carolina,Georgia,24,33,1,31.75,208.39999999999998,8.75,272.47,0.567,0.471,0.778,0.802,-23.0,-64.07000000000005,-0.21100000000000008,-0.33100000000000007,0
2016,Alabama,USC,52,6,1,1.0,315.85749999999996,8.25,276.59000000000003,0.341,0.279,0.605,0.543,7.25,39.26749999999993,-0.26399999999999996,-0.264,1
2016,Auburn,Clemson,13,19,0,8.75,271.175,15.0,252.525,0.569,0.488,0.888,0.89,6.25,18.650000000000006,-0.31900000000000006,-0.402,0
2016,Texas,Notre Dame,50,47,0,11.5,261.745,11.5,265.3025,0.858,0.773,0.656,0.688,0.0,-3.5575000000000045,0.20199999999999996,0.08500000000000008,1
2016,Florida State,Ole Miss,45,34,1,5.5,281.6625,22.0,238.26,0.773,0.749,0.771,0.723,16.5,43.40250000000003,0.0020000000000000018,0.026000000000000023,1
2016,Syracuse,Louisville,28,62,0,60.75,165.935,39.75,193.3575,1.014,0.914,0.995,0.992,-21.0,-27.422499999999985,0.019000000000000017,-0.07799999999999996,0
2016,Michigan,UCF,51,14,0,16.75,249.555,78.5,143.19,0.501,0.531,1.091,0.784,61.75,106.36500000000001,-0.59,-0.253,1
2016,Pittsburgh,Penn State,42,39,0,41.25,191.4225,29.5,214.92,0.693,0.723,0.651,0.521,-11.75,-23.497499999999974,0.041999999999999926,0.20199999999999996,1
2016,Purdue,Cincinnati,20,38,0,61.75,167.2975,61.0,167.8675,0.69,0.711,0.505,0.643,-0.75,-0.5699999999999932,0.18499999999999994,0.06799999999999995,0
2016,Florida,Kentucky,45,7,0,9.0,269.255,36.0,200.4875,0.311,0.218,0.787,0.648,27.0,68.76749999999998,-0.47600000000000003,-0.43000000000000005,1
2016,Duke,Wake Forest,14,24,0,61.5,164.025,62.25,161.57999999999998,0.693,0.753,0.801,0.927,0.75,2.4450000000000216,-0.1080000000000001,-0.17400000000000004,0
2016,Mississippi State,South Carolina,27,14,0,25.0,219.82,18.5,235.65,0.33,0.397,0.581,0.564,-6.5,-15.830000000000013,-0.25099999999999995,-0.16699999999999993,1
2016,TCU,Arkansas,38,41,0,36.5,198.57,25.25,219.1825,0.242,0.295,0.395,0.3,-11.25,-20.61250000000001,-0.15300000000000002,-0.0050000000000000044,0
2016,Utah,BYU,20,19,0,49.0,182.55749999999998,66.5,156.9875,0.337,0.232,0.679,0.748,17.5,25.569999999999965,-0.342,-0.516,1
2016,Illinois,North Carolina,23,48,0,58.5,168.38250000000002,31.75,208.39999999999998,0.688,0.71,0.567,0.471,-26.75,-40.017499999999956,0.121,0.239,0
2016,Iowa,Iowa State,42,3,0,53.25,178.71750000000003,63.25,163.26999999999998,0.839,0.744,0.632,0.573,10.0,15.447500000000048,0.20699999999999996,0.17100000000000004,1
2016,Tennessee,Virginia Tech,45,24,1,13.75,254.47499999999997,24.75,221.17249999999999,0.879,0.909,0.754,0.675,11.0,33.30249999999998,0.125,0.23399999999999999,1
2016,Oregon,Virginia,44,26,0,17.5,239.16,34.25,202.755,0.608,0.514,0.71,0.877,16.75,36.405,-0.10199999999999998,-0.363,1
2016,Cincinnati,Houston,16,40,0,61.0,167.8675,69.25,155.89,0.505,0.643,0.709,0.615,8.25,11.97750000000002,-0.20399999999999996,0.028000000000000025,0
2016,TCU,Iowa State,41,20,0,36.5,198.57,63.25,163.26999999999998,0.242,0.295,0.632,0.573,26.75,35.30000000000001,-0.39,-0.27799999999999997,1
2016,Louisville,Florida State,63,20,0,39.75,193.3575,5.5,281.6625,0.995,0.992,0.773,0.749,-34.25,-88.30500000000004,0.22199999999999998,0.243,1
2016,Georgia Tech,Vanderbilt,38,7,0,55.25,173.48,41.75,192.475,0.883,0.855,0.617,0.65,-13.5,-18.995000000000005,0.266,0.20499999999999996,1
2016,Oklahoma State,Pittsburgh,45,38,0,32.25,205.5525,41.25,191.4225,0.659,0.753,0.693,0.723,9.0,14.129999999999995,-0.03399999999999992,0.030000000000000027,1
2016,Ole Miss,Alabama,43,48,0,22.0,238.26,1.0,315.85749999999996,0.771,0.723,0.341,0.279,-21.0,-77.59749999999997,0.43,0.44399999999999995,0
2016,Virginia Tech,Boston College,49,0,0,24.75,221.17249999999999,66.5,155.6975,0.754,0.675,0.921,0.869,41.75,65.475,-0.16700000000000004,-0.19399999999999995,1
2016,Nebraska,Oregon,35,32,0,29.75,211.6125,17.5,239.16,0.907,0.846,0.608,0.514,-12.25,-27.547499999999985,0.29900000000000004,0.33199999999999996,1
2016,Michigan,Colorado,45,28,0,16.75,249.555,62.5,166.235,0.501,0.531,0.756,0.701,45.75,83.32,-0.255,-0.16999999999999993,1
2016,UCF,Maryland,24,30,0,78.5,143.19,40.75,192.84,1.091,0.784,0.87,0.799,-37.75,-49.650000000000006,0.22099999999999997,-0.015000000000000013,0
2016,LSU,Mississippi State,23,20,0,6.5,279.315,25.0,219.82,0.93,0.956,0.33,0.397,18.5,59.495000000000005,0.6000000000000001,0.5589999999999999,1
2016,Auburn,Texas A&M,16,29,0,8.75,271.175,10.25,266.27750000000003,0.569,0.488,0.537,0.396,1.5,4.8974999999999795,0.03199999999999992,0.09199999999999997,0
2016,Missouri,Georgia,27,28,0,34.5,204.70499999999998,8.75,272.47,0.656,0.623,0.778,0.802,-25.75,-67.76500000000004,-0.122,-0.17900000000000005,0
2016,Oklahoma,Ohio State,24,45,0,14.25,248.91,4.25,291.29,0.766,0.805,0.244,0.285,-10.0,-42.380000000000024,0.522,0.52,0
2016,Notre Dame,Michigan State,28,36,0,11.5,265.3025,30.0,211.03,0.656,0.688,0.226,0.46,18.5,54.27250000000001,0.43000000000000005,0.22799999999999992,0
2016,Stanford,USC,27,10,0,24.0,230.51500000000001,8.25,276.59000000000003,0.395,0.478,0.605,0.543,-15.75,-46.07500000000002,-0.20999999999999996,-0.06500000000000006,1
2016,Northwestern,Duke,24,13,0,52.5,177.7275,61.5,164.025,0.704,0.848,0.693,0.753,9.0,13.702499999999986,0.01100000000000001,0.09499999999999997,1
2016,BYU,UCLA,14,17,0,66.5,156.9875,13.75,258.38,0.679,0.748,0.543,0.616,-52.75,-101.39249999999998,0.136,0.132,0
2016,Georgia Tech,Clemson,7,26,0,55.25,173.48,15.0,252.525,0.883,0.855,0.888,0.89,-40.25,-79.04500000000002,-0.0050000000000000044,-0.03500000000000003,0
2016,Utah,USC,31,27,0,49.0,182.55749999999998,8.25,276.59000000000003,0.337,0.232,0.605,0.543,-40.75,-94.03250000000006,-0.26799999999999996,-0.31100000000000005,1
2016,Ole Miss,Georgia,45,14,0,22.0,238.26,8.75,272.47,0.771,0.723,0.778,0.802,-13.25,-34.210000000000036,-0.007000000000000006,-0.07900000000000007,1
2016,Michigan State,Wisconsin,6,30,0,30.0,211.03,44.5,186.78,0.226,0.46,0.297,0.512,14.5,24.25,-0.07099999999999998,-0.05199999999999999,0
2016,Rutgers,Iowa,7,14,0,45.75,188.34,53.25,178.71750000000003,0.722,0.828,0.839,0.744,7.5,9.622499999999974,-0.11699999999999999,0.08399999999999996,0
