team,year,avg_rank,avg_points,ppa_return,usage_return
West Virginia,2019,41.5,193.8675,0.269,0.476
West Virginia,2020,44.75,192.32,0.877,0.79
West Virginia,2021,44.25,193.65000000000003,0.869,0.825
West Virginia,2022,40.0,198.7475,0.186,0.219
West Virginia,2023,40.0,198.93,0.351,0.362
Western Carolina,2012,134.0,0.0,,
Western Carolina,2013,158.0,2.49,,
Western Carolina,2014,171.33333333333334,4.2700000000000005,,
Western Carolina,2015,180.5,5.8275,,
Western Carolina,2016,181.25,16.745,,
Western Carolina,2017,176.25,27.4325,,
Western Carolina,2018,174.0,32.572500000000005,,
Western Carolina,2019,163.25,37.082499999999996,,
Western Carolina,2020,167.0,42.51,,
Western Carolina,2021,170.75,37.94,,
Western Carolina,2022,166.75,33.995,,
Western Carolina,2023,163.75,32.87,,
Western Illinois,2013,155.0,10.55,,
Western Illinois,2014,180.5,8.61,,
Western Illinois,2015,181.33333333333334,10.910000000000002,,
Western Illinois,2016,178.25,15.4025,,
Western Illinois,2017,198.0,15.5875,,
Western Illinois,2018,190.5,22.925,,
Western Illinois,2020,198.66666666666666,21.406666666666666,,
Western Illinois,2022,187.0,20.314999999999998,,
Western Kentucky,2011,107.0,126.31,,
Western Kentucky,2012,96.0,106.06,,
Western Kentucky,2013,96.33333333333333,108.02,,
Western Kentucky,2014,96.0,111.075,,
Western Kentucky,2015,91.25,109.7775,,
Western Kentucky,2016,97.75,117.2375,,
Western Kentucky,2017,98.75,120.2775,,
Western Kentucky,2018,95.5,124.725,,
Western Kentucky,2019,94.5,133.1375,,
Western Kentucky,2020,88.25,142.6975,,
Western Kentucky,2021,83.0,151.015,,
Western Kentucky,2022,96.5,128.9125,,
Western Kentucky,2023,99.0,122.62,,
Western Michigan,2011,88.0,146.63,,
Western Michigan,2012,85.0,120.375,,
Western Michigan,2013,87.0,120.29333333333334,,
Western Michigan,2014,92.25,116.88,,
Western Michigan,2015,88.0,118.5775,,
Western Michigan,2016,86.5,131.9925,,
Western Michigan,2017,80.5,142.14,,
Western Michigan,2018,75.75,147.96499999999997,,
Western Michigan,2019,77.0,150.5325,,
Western Michigan,2020,81.0,150.7625,,
Western Michigan,2021,85.75,148.86,,
Western Michigan,2022,87.75,151.1525,,
Western Michigan,2023,95.0,139.99,,
William & Mary,2013,151.0,11.07,,
William & Mary,2014,166.5,11.530000000000001,,
William & Mary,2015,169.0,13.746666666666668,,
William & Mary,2016,166.0,18.747500000000002,,
William & Mary,2017,176.0,22.9075,,
William & Mary,2018,173.5,29.8125,,
William & Mary,2019,182.0,28.055,,
William & Mary,2021,200.33333333333334,22.236666666666668,,
Wisconsin,2011,46.0,194.33,,
Wisconsin,2012,45.0,184.205,,
Wisconsin,2013,51.666666666666664,176.38666666666668,,
Wisconsin,2014,48.75,180.06000000000003,0.468,0.617
Wisconsin,2015,45.25,182.8375,0.561,0.623
Wisconsin,2016,44.5,186.78,0.297,0.512
Wisconsin,2017,37.0,197.305,0.639,0.461
Wisconsin,2018,36.75,198.0025,0.856,0.882
Wisconsin,2019,40.0,195.4025,0.707,0.652
Wisconsin,2020,37.0,202.8175,0.686,0.649
Wisconsin,2021,34.5,208.48999999999998,0.808,0.665
Wisconsin,2022,28.5,220.2225,0.673,0.799
Wisconsin,2023,28.25,220.0675,0.572,0.498
Wofford,2014,168.0,18.4,,
Wofford,2015,161.0,22.485,,
Wofford,2016,163.0,25.03333333333333,,
Wofford,2017,163.25,30.455,,
Wofford,2018,173.0,30.229999999999997,,
Wofford,2019,188.75,25.814999999999998,,
Wofford,2020,194.5,26.02,,
Wofford,2021,204.25,19.1925,,
Wyoming,2011,99.0,138.94,,
Wyoming,2012,101.5,99.38,,
Wyoming,2013,105.66666666666667,97.05666666666666,,
Wyoming,2014,106.75,98.195,,
Wyoming,2015,114.0,83.6775,,
Wyoming,2016,116.25,97.30250000000001,,
Wyoming,2017,116.75,101.61250000000001,,
Wyoming,2018,114.0,106.7225,,
Wyoming,2019,113.5,113.79,,
Wyoming,2020,109.5,120.39750000000001,,
Wyoming,2021,108.75,127.5175,,
Wyoming,2022,111.5,129.6075,,
Wyoming,2023,103.25,135.79,,
Yale,2013,142.0,18.55,,
Yale,2014,135.5,44.37,,
Yale,2015,125.0,64.20333333333333,,
Yale,2016,127.75,59.4225,,
Yale,2017,122.75,80.3575,,
Yale,2018,122.25,86.69500000000001,,
Yale,2019,127.0,88.3525,,
Yale,2020,126.5,104.62500000000001,,
Yale,2021,132.75,95.705,,
Yale,2022,134.25,87.1625,,
Yale,2023,139.75,66.72500000000001,,
Youngstown State,2013,129.0,28.33,,
Youngstown State,2014,160.5,18.689999999999998,,
Youngstown State,2015,164.66666666666666,18.73,,
Youngstown State,2016,169.25,19.349999999999998,,
Youngstown State,2017,178.5,23.852500000000003,,
Youngstown State,2018,180.25,27.6075,,
Youngstown State,2019,180.5,29.182500000000005,,
Youngstown State,2020,191.0,27.2125,,
Youngstown State,2022,194.0,21.896666666666665,,
