team,year,avg_rank,avg_points,ppa_return,usage_return
Gardner-Webb,2021,225.0,10.49,,
Georgetown,2014,217.0,0.0,,
Georgetown,2015,216.5,4.465,,
Georgetown,2016,220.66666666666666,5.283333333333333,,
Georgetown,2019,218.5,13.440000000000001,,
Georgetown,2020,187.0,32.769999999999996,,
Georgetown,2021,164.5,43.254999999999995,,
Georgetown,2022,158.66666666666666,38.64333333333333,,
Georgia,2011,11.0,259.87,,
Georgia,2012,9.0,269.025,,
Georgia,2013,9.0,270.54,,
Georgia,2014,9.75,268.0,0.513,0.528
Georgia,2015,9.0,271.38,0.461,0.558
Georgia,2016,8.75,272.47,0.778,0.802
Georgia,2017,8.0,274.405,0.804,0.895
Georgia,2018,5.75,284.71000000000004,0.627,0.597
Georgia,2019,4.0,297.19,0.532,0.601
Georgia,2020,3.0,303.83500000000004,0.356,0.304
Georgia,2021,1.75,311.8425,0.97,0.923
Georgia,2022,1.75,310.08,0.683,0.63
Georgia,2023,2.25,308.8375,0.43,0.446
Georgia Southern,2012,121.0,13.33,,
Georgia Southern,2013,126.0,19.215,,
Georgia Southern,2014,129.0,26.473333333333333,,
Georgia Southern,2015,120.66666666666667,59.11333333333334,,
Georgia Southern,2016,111.75,78.63000000000001,,
Georgia Southern,2017,98.25,109.70500000000001,,
Georgia Southern,2018,91.0,129.1525,,
Georgia Southern,2019,89.5,138.0,,
Georgia Southern,2020,98.5,135.015,,
Georgia Southern,2021,103.75,133.97,,
Georgia Southern,2022,100.25,139.715,,
Georgia Southern,2023,105.25,132.0,,
Georgia State,2012,125.0,0.0,,
Georgia State,2013,126.5,14.175,,
Georgia State,2014,121.33333333333333,43.13333333333333,,
Georgia State,2015,114.66666666666667,77.43666666666665,,
Georgia State,2016,117.0,80.73,,
Georgia State,2017,116.75,97.72250000000001,,
Georgia State,2018,115.25,102.26750000000001,,
Georgia State,2019,112.75,111.6525,,
Georgia State,2020,106.25,124.0925,,
Georgia State,2021,102.0,135.14249999999998,,
Georgia State,2022,101.25,138.97250000000003,,
Georgia State,2023,102.5,134.875,,
Georgia Tech,2011,43.0,201.21,,
Georgia Tech,2012,43.0,188.025,,
Georgia Tech,2013,46.333333333333336,186.49,,
Georgia Tech,2014,52.25,177.20250000000001,0.441,0.367
Georgia Tech,2015,55.0,170.82750000000001,0.441,0.413
Georgia Tech,2016,55.25,173.48,0.883,0.855
Georgia Tech,2017,57.0,169.4075,0.506,0.347
Georgia Tech,2018,51.5,178.1725,0.749,0.867
Georgia Tech,2019,49.0,183.48000000000002,0.471,0.506
Georgia Tech,2020,50.75,184.1875,0.994,0.888
Georgia Tech,2021,42.25,198.0875,0.829,0.901
Georgia Tech,2022,42.0,198.6925,0.629,0.407
Georgia Tech,2023,44.5,195.66,0.366,0.382
Grambling,2013,171.0,6.67,,
Grambling,2014,188.0,6.67,,
Grambling,2018,197.0,13.18,,
Grambling,2019,149.0,44.91,,
Grambling,2020,190.5,27.775,,
Grambling,2021,191.33333333333334,25.933333333333334,,
Grambling,2022,182.0,25.572499999999998,,
Grand Valley State University,2015,153.0,24.73,,
Grand Valley State University,2016,179.0,18.465,,
Grand Valley State University,2017,169.33333333333334,32.39333333333334,,
Grand Valley State University,2018,163.66666666666666,50.81,,
Grand Valley State University,2019,165.0,44.905,,
Grand Valley State University,2022,169.0,34.410000000000004,,
Grand Valley State University,2023,154.0,38.870000000000005,,
Hampton,2014,143.0,17.8,,
Hampton,2015,178.5,13.42,,
Hampton,2016,187.0,13.236666666666665,,
Hampton,2019,211.0,14.239999999999998,,
Hampton,2020,224.5,13.305,,
Harvard,2012,126.0,13.29,,
Harvard,2013,147.5,9.98,,
Harvard,2014,141.66666666666666,23.823333333333334,,
Harvard,2015,141.25,28.18,,
Harvard,2016,142.0,41.699999999999996,,
Harvard,2017,134.5,58.7425,,
Harvard,2018,133.25,70.655,,
Harvard,2019,132.0,80.8575,,
Harvard,2020,131.5,94.2875,,
Harvard,2021,131.75,94.995,,
Harvard,2022,132.75,87.72500000000001,,
Harvard,2023,133.0,78.725,,
Hawai'i,2011,80.0,155.71,,
Hawai'i,2012,87.0,114.74000000000001,,
Hawai'i,2013,86.0,117.85666666666668,,
Hawai'i,2014,84.0,123.26750000000001,,
Hawai'i,2015,88.75,111.425,,
Hawai'i,2016,95.75,117.52250000000001,,
Hawai'i,2017,101.75,114.4675,,
Hawai'i,2018,103.75,113.08250000000001,,
Hawai'i,2019,103.0,120.61250000000001,,
Hawai'i,2020,101.25,128.455,,
Hawai'i,2021,106.0,131.57500000000002,,
Hawai'i,2022,116.25,120.6225,,
Hawai'i,2023,123.75,107.25,,
Holy Cross,2014,128.0,11.46,,
Holy Cross,2015,156.0,13.475000000000001,,
Holy Cross,2016,193.5,14.39,,
Holy Cross,2017,200.0,15.866666666666667,,
Holy Cross,2018,196.25,19.535,,
Holy Cross,2019,198.5,19.7275,,
Holy Cross,2020,188.0,29.365000000000002,,
Holy Cross,2021,175.25,35.1525,,
Houston,2011,55.0,185.42,,
Houston,2012,64.0,159.52999999999997,,
Houston,2013,61.333333333333336,165.12666666666667,,
Houston,2014,60.25,166.695,0.84,0.884
Houston,2015,65.25,156.40499999999997,0.696,0.642
Houston,2016,69.25,155.89,0.709,0.615
Houston,2017,64.25,162.185,0.396,0.486
Houston,2018,67.25,159.42000000000002,0.321,0.32
Houston,2019,66.75,165.07000000000002,0.884,0.892
Houston,2020,62.5,173.5225,0.784,0.757
Houston,2021,74.0,161.9775,0.668,0.723
Houston,2022,77.0,160.26,0.77,0.834
Houston,2023,71.25,165.45499999999998,0.234,0.269
Houston Christian,2014,180.0,12.64,,
Houston Christian,2016,196.5,10.99,,
Houston Christian,2017,210.66666666666666,10.643333333333333,,
Houston Christian,2018,210.0,17.849999999999998,,
Houston Christian,2019,197.66666666666666,22.756666666666664,,
Houston Christian,2020,189.25,28.95,,
Houston Christian,2023,181.0,34.04,,
Howard,2016,242.0,3.98,,
Howard,2017,263.5,1.975,,
Howard,2018,239.33333333333334,10.566666666666666,,
Howard,2019,210.66666666666666,20.81,,
Howard,2021,171.66666666666666,35.193333333333335,,
Howard,2022,157.66666666666666,35.04333333333333,,
Howard,2023,159.66666666666666,28.19666666666667,,
Idaho,2011,97.0,140.01,,
Idaho,2012,107.0,94.395,,
Idaho,2013,108.0,94.95333333333333,,
Idaho,2014,112.0,91.2425,,
Idaho,2015,120.0,75.705,,
Idaho,2016,121.0,88.145,,
Idaho,2017,124.25,89.4825,,
Idaho,2018,126.75,90.295,,
Idaho,2019,127.5,93.38000000000001,,
Idaho,2020,131.5,93.5425,,
Idaho,2021,134.25,92.295,,
Idaho,2022,133.75,87.05,,
Idaho,2023,137.75,71.3275,,
Idaho State,2014,178.0,6.5,,
Idaho State,2015,186.0,9.895,,
Idaho State,2016,198.66666666666666,9.453333333333333,,
Idaho State,2017,195.66666666666666,22.426666666666666,,
Idaho State,2018,205.25,18.8625,,
Idaho State,2019,201.5,20.972499999999997,,
Idaho State,2020,182.0,36.8875,,
Illinois,2011,61.0,180.07,,
Illinois,2012,49.0,181.995,,
Illinois,2013,53.666666666666664,175.35999999999999,,
Illinois,2014,53.0,175.60750000000002,0.262,0.387
Illinois,2015,55.75,168.92749999999998,0.73,0.555
Illinois,2016,58.5,168.38250000000002,0.688,0.71
Illinois,2017,61.0,166.27,0.508,0.541
Illinois,2018,59.75,168.4925,0.764,0.368
Illinois,2019,55.25,176.6125,0.632,0.463
Illinois,2020,56.5,177.27,0.836,0.711
Illinois,2021,60.0,177.085,0.868,0.896
Illinois,2022,66.75,170.555,0.55,0.694
Illinois,2023,64.75,172.245,0.321,0.268
Illinois State,2014,158.0,22.06,,
Illinois State,2015,144.0,49.025,,
Illinois State,2016,150.33333333333334,43.44333333333333,,
Illinois State,2017,158.25,41.3125,,
Illinois State,2018,157.75,49.435,,
Illinois State,2019,166.0,38.1125,,
Illinois State,2020,162.5,47.33500000000001,,
Illinois State,2023,151.0,62.755,,
Indiana,2011,77.0,164.39,,
Indiana,2012,66.0,161.505,,
Indiana,2013,63.0,166.17999999999998,,
Indiana,2014,57.75,172.2175,0.446,0.546
Indiana,2015,50.5,176.235,0.271,0.471
Indiana,2016,50.0,180.4175,0.387,0.47
Indiana,2017,49.0,179.5925,0.635,0.609
Indiana,2018,54.0,174.00750000000002,0.291,0.483
Indiana,2019,54.5,176.585,0.82,0.871
Indiana,2020,50.25,183.405,0.593,0.594
Indiana,2021,51.5,184.695,0.878,0.678
Indiana,2022,49.5,187.14249999999998,0.245,0.377
Indiana,2023,43.5,194.4,0.358,0.345
Indiana State,2013,137.0,0.0,,
Indiana State,2014,141.5,14.365,,
Indiana State,2015,144.33333333333334,19.686666666666667,,
Indiana State,2016,160.33333333333334,26.23,,
Indiana State,2017,164.25,29.515,,
Indiana State,2018,177.0,28.485,,
Indiana State,2019,199.25,22.134999999999998,,
Indiana State,2020,199.75,25.31,,
Iowa,2011,36.0,208.14,,
Iowa,2012,31.0,208.39,,
Iowa,2013,34.0,205.95333333333335,,
Iowa,2014,39.5,197.455,0.825,0.952
Iowa,2015,45.0,188.38,0.333,0.356
Iowa,2016,53.25,178.71750000000003,0.839,0.744
Iowa,2017,55.0,173.79500000000002,0.304,0.264
Iowa,2018,51.25,178.665,0.827,0.598
Iowa,2019,46.5,186.54,0.609,0.811
Iowa,2020,42.0,193.88250000000002,0.581,0.522
Iowa,2021,39.0,199.4875,0.624,0.765
Iowa,2022,34.5,205.1,0.919,0.648
Iowa,2023,32.25,208.0275,0.409,0.426
Iowa State,2011,68.0,175.2,,
Iowa State,2012,63.5,164.53,,
Iowa State,2013,64.66666666666667,161.48999999999998,,
Iowa State,2014,64.25,160.9975,0.792,0.788
Iowa State,2015,62.0,160.11,0.706,0.657
Iowa State,2016,63.25,163.26999999999998,0.632,0.573
Iowa State,2017,60.25,167.0625,0.908,0.944
Iowa State,2018,57.5,172.315,0.567,0.657
Iowa State,2019,56.5,175.70000000000002,0.574,0.47
Iowa State,2020,52.0,182.13750000000002,0.754,0.817
Iowa State,2021,49.75,187.21749999999997,0.929,0.895
Iowa State,2022,51.5,185.98000000000002,0.31,0.222
Iowa State,2023,47.5,190.95250000000001,0.638,0.687
Jackson State,2014,148.0,28.24,,
Jackson State,2015,168.0,21.235,,
Jackson State,2016,184.66666666666666,17.343333333333334,,
Jackson State,2017,184.75,20.9575,,
Jackson State,2021,188.0,28.73,,
Jackson State,2022,85.0,147.9,,
Jackson State,2023,103.5,124.41,,
Jacksonville,2014,174.0,14.62,,
Jacksonville,2015,186.0,13.78,,
Jacksonville,2018,231.5,6.455,,
Jacksonville State,2014,134.0,42.28,,
Jacksonville State,2015,135.0,45.095,,
Jacksonville State,2016,134.33333333333334,49.73,,
Jacksonville State,2017,138.5,51.8125,,
Jacksonville State,2018,142.0,57.7575,,
Jacksonville State,2019,143.5,64.005,,
Jacksonville State,2020,146.5,69.0625,,
Jacksonville State,2021,161.25,58.67,,
Jacksonville State,2022,164.25,46.3625,,
Jacksonville State,2023,166.25,34.485,,
James Madison,2013,124.0,54.11,,
James Madison,2014,151.0,33.885,,
James Madison,2015,156.0,29.323333333333334,,
James Madison,2016,150.75,33.595,,
James Madison,2017,158.75,33.9975,,
James Madison,2018,151.0,47.50999999999999,,
James Madison,2019,152.25,49.1425,,
James Madison,2020,155.25,55.07,,
James Madison,2021,158.75,49.91,,
James Madison,2022,157.0,44.5175,,
James Madison,2023,153.25,43.32,,
Kansas,2011,64.0,177.9,,
Kansas,2012,52.0,178.335,,
Kansas,2013,61.666666666666664,161.58,,
Kansas,2014,58.5,166.255,0.77,0.322
Kansas,2015,55.0,166.065,0.352,0.543
Kansas,2016,63.25,159.85750000000002,0.767,0.759
Kansas,2017,60.5,167.6375,0.404,0.435
Kansas,2018,66.0,162.40499999999997,0.851,0.845
Kansas,2019,68.5,162.76749999999998,0.416,0.504
Kansas,2020,67.75,165.7425,0.431,0.439
Kansas,2021,64.5,170.6875,0.84,0.841
Kansas,2022,59.75,176.63250000000002,0.727,0.722
Kansas,2023,73.75,158.555,1.003,0.937
Kansas State,2011,76.0,164.45,,
Kansas State,2012,63.5,163.1,,
Kansas State,2013,66.66666666666667,155.29,,
Kansas State,2014,66.0,156.14499999999998,0.743,0.506
Kansas State,2015,59.25,159.605,0.13,0.233
Kansas State,2016,60.0,162.92249999999999,0.68,0.775
Kansas State,2017,59.75,166.8775,0.817,0.789
Kansas State,2018,59.0,169.5425,0.573,0.724
Kansas State,2019,63.25,168.8825,0.533,0.396
Kansas State,2020,65.25,169.47750000000002,0.754,0.684
Kansas State,2021,60.0,176.22,0.91,0.785
Kansas State,2022,58.75,178.1225,0.541,0.585
Kansas State,2023,58.0,177.54,0.49,0.369
Kennesaw State,2015,146.0,32.95,,
Kennesaw State,2016,169.5,24.39,,
Kennesaw State,2017,182.0,22.926666666666666,,
Kennesaw State,2018,176.5,30.1625,,
Kennesaw State,2019,176.75,35.11,,
Kennesaw State,2020,166.0,48.432500000000005,,
Kennesaw State,2021,152.75,57.220000000000006,,
Kennesaw State,2023,153.66666666666666,48.29333333333333,,
Kent State,2011,101.0,138.28,,
Kent State,2012,110.0,91.925,,
Kent State,2013,107.33333333333333,96.31,,
Kent State,2014,110.0,96.05,,
Kent State,2015,115.5,83.1425,,
Kent State,2016,111.25,101.7325,,
Kent State,2017,118.5,96.155,,
Kent State,2018,121.0,96.0575,,
Kent State,2019,115.25,106.325,,
Kent State,2020,115.25,110.8725,,
Kent State,2021,109.5,125.56,,
Kent State,2022,107.0,131.68,,
Kent State,2023,104.5,133.91,,
Kentucky,2011,49.0,190.83,,
Kentucky,2012,42.5,187.86,,
Kentucky,2013,45.0,187.84333333333333,,
Kentucky,2014,42.25,189.77,0.537,0.525
Kentucky,2015,35.5,198.4125,0.722,0.818
Kentucky,2016,36.0,200.4875,0.787,0.648
Kentucky,2017,32.0,204.5525,0.665,0.654
Kentucky,2018,31.0,207.5975,0.335,0.471
Kentucky,2019,34.75,202.97500000000002,0.602,0.568
Kentucky,2020,33.75,205.55,0.52,0.657
Kentucky,2021,31.0,212.0,0.386,0.423
Kentucky,2022,31.5,211.3225,0.621,0.642
Kentucky,2023,25.75,219.635,0.481,0.417
LSU,2011,9.0,267.84,,
LSU,2012,8.5,270.245,,
LSU,2013,10.0,264.34666666666664,,
LSU,2014,9.0,268.5225,0.118,0.25
LSU,2015,7.25,276.385,0.792,0.77
LSU,2016,6.5,279.315,0.93,0.956
LSU,2017,3.75,289.935,0.686,0.685
LSU,2018,4.0,291.58750000000003,0.17,0.158
LSU,2019,7.25,280.36,0.858,0.731
LSU,2020,7.25,280.2825,0.252,0.273
LSU,2021,7.75,281.66,0.602,0.668
LSU,2022,7.0,282.5875,0.484,0.287
LSU,2023,6.25,280.4325,0.845,0.888
Lafayette,2015,181.0,15.94,,
Lafayette,2016,165.5,25.915,,
Lafayette,2017,185.0,22.09,,
Lafayette,2018,181.25,26.63,,
Lafayette,2019,181.0,27.675,,
Lafayette,2020,202.75,20.807499999999997,,
Lafayette,2021,206.75,18.94,,
Lamar,2013,150.0,11.11,,
Lamar,2014,161.5,13.05,,
Lamar,2015,167.66666666666666,14.186666666666667,,
Lamar,2016,184.0,12.2175,,
Lamar,2017,180.25,29.27,,
Lamar,2018,178.5,37.33,,
Lamar,2019,171.5,43.6275,,
Lamar,2021,164.33333333333334,41.550000000000004,,
Lamar,2022,156.0,38.93333333333334,,
Lehigh,2013,156.0,10.54,,
Lehigh,2014,160.5,15.325,,
Lehigh,2015,182.0,12.693333333333333,,
Lehigh,2016,182.0,14.8325,,
Lehigh,2017,187.5,21.63,,
Lehigh,2018,195.75,22.667499999999997,,
Lehigh,2020,193.33333333333334,24.633333333333336,,
Lehigh,2021,213.66666666666666,14.38,,
Lehigh,2022,202.33333333333334,11.216666666666667,,
Liberty,2012,125.0,13.33,,
Liberty,2014,129.5,17.98,,
Liberty,2015,161.0,14.53,,
Liberty,2016,166.66666666666666,22.796666666666667,,
Liberty,2017,182.0,27.136666666666667,,
Liberty,2018,179.25,30.394999999999996,,
Liberty,2019,157.5,48.57,,
Liberty,2020,155.75,66.13499999999999,,
Liberty,2021,134.5,93.8475,,
Liberty,2022,119.5,116.08999999999999,,
Liberty,2023,109.75,127.6,,
Louisiana,2011,115.0,86.44,,
Louisiana,2012,99.5,88.97999999999999,,
Louisiana,2013,102.0,91.85000000000001,,
Louisiana,2014,96.5,103.475,,
Louisiana,2015,94.5,107.48749999999998,,
Louisiana,2016,93.0,121.1525,,
Louisiana,2017,92.75,125.7125,,
Louisiana,2018,103.0,117.20750000000001,,
Louisiana,2019,102.5,122.8125,,
Louisiana,2020,102.0,125.88,,
Louisiana,2021,95.25,136.5075,,
Louisiana,2022,84.75,149.12,,
Louisiana,2023,86.25,146.82,,
Louisiana Tech,2011,81.0,154.22,,
Louisiana Tech,2012,97.0,102.905,,
Louisiana Tech,2013,97.33333333333333,105.90333333333335,,
Louisiana Tech,2014,95.25,110.555,,
Louisiana Tech,2015,97.25,101.79250000000002,,
Louisiana Tech,2016,89.5,124.475,,
Louisiana Tech,2017,88.5,128.72750000000002,,
Louisiana Tech,2018,91.25,128.03,,
Louisiana Tech,2019,88.25,138.78249999999997,,
Louisiana Tech,2020,88.5,142.0675,,
Louisiana Tech,2021,83.75,150.36,,
Louisiana Tech,2022,89.0,147.04250000000002,,
Louisiana Tech,2023,91.75,141.56500000000003,,
Louisville,2011,44.0,197.18,,
Louisville,2012,35.5,202.76,,
Louisville,2013,38.666666666666664,199.96000000000004,,
Louisville,2014,38.0,198.47750000000002,0.378,0.373
Louisville,2015,38.25,195.0925,0.596,0.619
Louisville,2016,39.75,193.3575,0.995,0.992
Louisville,2017,38.0,193.77249999999998,0.67,0.699
Louisville,2018,37.5,196.5525,0.373,0.302
Louisville,2019,33.75,204.0375,0.82,0.728
Louisville,2020,42.75,195.17,0.912,0.961
Louisville,2021,43.75,194.78,0.638,0.695
Louisville,2022,44.75,192.99500000000003,0.641,0.653
Louisville,2023,50.0,186.495,0.231,0.395
Maine,2014,200.0,7.32,,
Maine,2015,217.0,6.955,,
Maine,2016,219.0,7.59,,
Maine,2017,235.75,5.665,,
Maine,2019,245.0,6.330000000000001,,
Maine,2021,215.5,16.155,,
Marist,2015,279.0,-0.03,,
Marist,2017,239.0,6.82,,
Marist,2020,243.0,6.67,,
Marshall,2011,78.0,164.29,,
Marshall,2012,69.0,158.565,,
Marshall,2013,72.0,150.68666666666664,,
Marshall,2014,68.5,155.7175,,
Marshall,2015,64.5,156.055,,
Marshall,2016,68.25,155.34,,
Marshall,2017,61.5,165.745,,
Marshall,2018,68.75,156.2525,,
Marshall,2019,71.75,156.305,,
Marshall,2020,70.75,160.16500000000002,,
Marshall,2021,82.0,152.5625,,
Marshall,2022,91.5,144.74,,
Marshall,2023,87.25,147.39499999999998,,
Maryland,2011,39.0,205.67,,
Maryland,2012,44.5,184.32,,
Maryland,2013,42.0,191.20000000000002,,
Maryland,2014,41.0,191.6775,0.879,0.946
Maryland,2015,41.5,188.00500000000002,0.297,0.34
Maryland,2016,40.75,192.84,0.87,0.799
Maryland,2017,41.75,189.13750000000002,0.44,0.422
Maryland,2018,36.75,198.4025,0.668,0.792
Maryland,2019,33.5,205.2425,0.724,0.587
Maryland,2020,33.5,207.70999999999998,0.583,0.501
Maryland,2021,31.0,212.59,0.654,0.675
Maryland,2022,31.25,212.62,0.711,0.676
Maryland,2023,32.0,211.44,0.784,0.88
Massachusetts,2012,130.0,6.67,,
Massachusetts,2013,134.0,13.29,,
Massachusetts,2014,123.0,46.376666666666665,,
Massachusetts,2015,122.25,56.75749999999999,,
Massachusetts,2016,116.5,84.62,,
Massachusetts,2017,103.5,113.6525,,
Massachusetts,2018,105.75,114.47,,
Massachusetts,2019,102.75,123.41,,
Massachusetts,2020,104.25,126.57749999999999,,
Massachusetts,2021,107.75,128.8225,,
Massachusetts,2022,109.5,130.30249999999998,,
Massachusetts,2023,111.75,125.875,,
McNeese,2013,136.0,21.19,,
McNeese,2014,153.5,18.71,,
McNeese,2015,165.33333333333334,17.203333333333333,,
McNeese,2016,177.25,15.634999999999998,,
McNeese,2017,184.0,22.032500000000002,,
McNeese,2018,187.25,25.729999999999997,,
McNeese,2019,189.75,25.7975,,
McNeese,2021,184.33333333333334,28.47,,
McNeese,2023,169.5,26.55,,
Memphis,2011,71.0,172.54,,
Memphis,2012,74.0,147.51,,
Memphis,2013,80.0,137.27333333333334,,
Memphis,2014,82.5,133.845,,
Memphis,2015,84.25,124.68750000000001,,
Memphis,2016,84.25,130.765,,
Memphis,2017,76.5,143.06,,
Memphis,2018,68.0,156.57,,
Memphis,2019,68.75,161.9125,,
Memphis,2020,66.25,168.315,,
Memphis,2021,67.75,168.2375,,
Memphis,2022,65.25,170.665,,
Memphis,2023,59.5,175.4425,,
Mercer,2015,160.0,23.5,,
Mercer,2016,168.0,23.395,,
Mercer,2017,174.33333333333334,25.583333333333332,,
Mercer,2018,165.25,39.059999999999995,,
Mercer,2019,159.75,53.2425,,
Mercer,2020,150.5,70.5525,,
Miami,2011,14.0,249.55,,
Miami,2012,23.5,224.115,,
Miami,2013,19.0,239.05333333333337,,
Miami,2014,17.75,241.70499999999998,0.408,0.456
Miami,2015,17.25,243.33750000000003,0.651,0.844
Miami,2016,15.75,247.54000000000002,0.785,0.866
Miami,2017,18.75,238.25249999999997,0.305,0.324
Miami,2018,18.25,238.005,0.722,0.803
Miami,2019,17.25,244.2025,0.487,0.524
Miami,2020,17.25,245.8475,0.554,0.476
Miami,2021,15.0,252.07999999999998,0.835,0.882
Miami,2022,15.0,255.69249999999997,0.678,0.589
Miami,2023,17.0,244.23249999999996,0.662,0.637
Miami (OH),2011,100.0,138.32,,
Miami (OH),2012,103.5,97.82,,
Miami (OH),2013,98.0,105.55,,
Miami (OH),2014,100.0,106.0025,,
Miami (OH),2015,106.25,92.6125,,
Miami (OH),2016,98.0,115.9025,,
Miami (OH),2017,99.5,118.0975,,
Miami (OH),2018,96.5,122.94,,
Miami (OH),2019,97.75,127.53999999999999,,
Miami (OH),2020,101.5,127.70249999999999,,
Miami (OH),2021,100.5,132.9075,,
Miami (OH),2022,99.0,137.7325,,
Miami (OH),2023,85.75,150.185,,
Michigan,2011,17.0,237.54,,
Michigan,2012,23.5,221.35,,
Michigan,2013,17.666666666666668,241.2733333333333,,
Michigan,2014,14.25,253.14,0.658,0.696
Michigan,2015,15.0,252.14,0.507,0.434
Michigan,2016,16.75,249.555,0.501,0.531
Michigan,2017,17.25,249.37,0.624,0.619
Michigan,2018,17.5,251.1925,0.763,0.561
Michigan,2019,18.0,250.4475,0.752,0.618
Michigan,2020,10.75,271.03,0.107,0.115
Michigan,2021,12.25,265.02,0.536,0.531
Michigan,2022,13.5,258.205,0.78,0.741
Michigan,2023,10.25,266.09749999999997,0.777,0.825
Michigan State,2011,22.0,225.56,,
Michigan State,2012,27.0,212.195,,
Michigan State,2013,29.333333333333332,211.72000000000003,,
Michigan State,2014,31.25,207.28000000000003,1.016,0.969
Michigan State,2015,32.25,205.29500000000002,0.599,0.576
Michigan State,2016,30.0,211.03,0.226,0.46
Michigan State,2017,25.75,218.12,0.191,0.441
Michigan State,2018,25.5,220.5425,0.946,0.817
Michigan State,2019,26.75,219.19,0.929,0.861
Michigan State,2020,29.0,217.55,0.149,0.396
Michigan State,2021,35.5,206.0975,0.571,0.671
Michigan State,2022,37.25,202.835,0.711,0.644
Michigan State,2023,35.5,205.24,0.21,0.254
Middle Tennessee,2011,114.0,88.46,,
Middle Tennessee,2012,106.5,77.565,,
Middle Tennessee,2013,110.66666666666667,80.87333333333333,,
Middle Tennessee,2014,104.75,91.96249999999999,,
Middle Tennessee,2015,97.5,100.855,,
Middle Tennessee,2016,94.25,117.88000000000001,,
Middle Tennessee,2017,88.5,128.0725,,
Middle Tennessee,2018,89.5,128.79,,
Middle Tennessee,2019,94.25,129.10999999999999,,
Middle Tennessee,2020,94.0,134.025,,
Middle Tennessee,2021,92.5,139.60999999999999,,
Middle Tennessee,2022,100.5,134.39,,
Middle Tennessee,2023,104.5,128.5725,,
Minnesota,2011,52.0,186.47,,
Minnesota,2012,54.5,171.81,,
Minnesota,2013,56.0,171.54,,
Minnesota,2014,58.75,166.6825,0.624,0.652
Minnesota,2015,60.0,163.145,0.53,0.495
Minnesota,2016,61.5,165.61,0.99,0.949
Minnesota,2017,58.25,168.415,0.352,0.511
Minnesota,2018,56.25,173.2425,0.519,0.491
Minnesota,2019,51.5,181.8275,1.004,0.993
Minnesota,2020,47.0,188.695,0.727,0.632
Minnesota,2021,45.0,192.9775,0.811,0.893
Minnesota,2022,39.5,199.9725,0.866,0.674
Minnesota,2023,42.25,195.6525,0.409,0.344
Mississippi State,2011,30.0,212.47,,
Mississippi State,2012,35.5,195.285,,
Mississippi State,2013,31.0,205.90333333333334,,
Mississippi State,2014,29.25,208.1175,0.91,0.737
Mississippi State,2015,30.75,204.98,0.742,0.703
Mississippi State,2016,25.0,219.82,0.33,0.397
Mississippi State,2017,26.5,215.8125,0.782,0.758
Mississippi State,2018,26.5,217.1775,0.875,0.89
Mississippi State,2019,24.25,221.815,0.547,0.384
Mississippi State,2020,25.75,221.6,0.495,0.585
Mississippi State,2021,25.5,223.88250000000002,0.668,0.622
Mississippi State,2022,25.75,221.47750000000002,0.415,0.401
Mississippi State,2023,25.75,221.7225,0.584,0.715
Mississippi Valley State,2018,238.0,3.3,,
Missouri,2011,21.0,229.0,,
Missouri,2012,38.5,193.53,,
Missouri,2013,36.666666666666664,199.82000000000002,,
Missouri,2014,38.25,197.3425,0.312,0.373
Missouri,2015,42.25,189.72500000000002,0.474,0.649
Missouri,2016,34.5,204.70499999999998,0.656,0.623
Missouri,2017,37.0,198.6975,0.822,0.881
Missouri,2018,37.0,198.1475,0.763,0.729
Missouri,2019,38.5,197.86,0.426,0.454
Missouri,2020,41.5,193.8975,0.292,0.519
Missouri,2021,43.25,192.5175,0.742,0.673
Missouri,2022,39.25,198.16,0.34,0.299
Missouri,2023,32.25,208.045,0.651,0.83
Missouri State,2015,151.0,28.44,,
Missouri State,2016,183.0,19.22,,
Missouri State,2017,186.33333333333334,21.926666666666666,,
Missouri State,2018,185.25,24.45,,
Missouri State,2019,193.25,21.8225,,
Missouri State,2020,191.25,24.5775,,
Missouri State,2022,184.66666666666666,26.126666666666665,,
Monmouth,2014,163.0,8.39,,
Monmouth,2015,166.0,13.84,,
Monmouth,2016,162.0,20.900000000000002,,
Monmouth,2017,188.0,21.043333333333333,,
Monmouth,2018,183.0,26.002499999999998,,
Monmouth,2019,196.5,23.175,,
Monmouth,2022,225.5,9.98,,
Montana,2013,149.0,11.2,,
Montana,2015,157.5,15.57,,
Montana,2016,154.0,22.743333333333336,,
Montana,2017,150.0,44.303333333333335,,
Montana,2018,149.33333333333334,53.97666666666667,,
Montana,2019,152.5,48.1925,,
Montana,2020,152.75,56.3825,,
Montana,2021,157.25,50.2375,,
Montana,2023,164.33333333333334,42.81666666666666,,
Montana State,2013,167.0,7.32,,
Montana State,2014,162.0,14.765,,
Montana State,2015,185.33333333333334,12.056666666666667,,
Montana State,2016,195.5,11.0375,,
Montana State,2017,195.0,20.86,,
Montana State,2018,191.5,33.2975,,
Montana State,2019,166.25,55.419999999999995,,
Montana State,2020,147.5,70.155,,
Montana State,2021,139.5,83.925,,
Montana State,2022,141.75,72.11,,
Morehead State,2017,220.0,15.51,,
Morehead State,2018,236.0,10.66,,
Morgan State,2016,266.0,-0.03,,
Morgan State,2017,256.0,3.32,,
Morgan State,2018,240.33333333333334,7.46,,
Morgan State,2019,234.0,7.8325,,
Morgan State,2021,204.0,18.566666666666666,,
Murray State,2014,140.0,33.47,,
